classificacao,comentario
normal,"Se eu puder participar da discussão, tenho a dizer que não há vitimismo em nenhum setor da existência humana e espiritual. Amor não tem cor, nem gênero. E ainda mais, tem várias tribos africanas com mulheres longilíneas e traços menos marcados. Tudo que acontece em nossa volta depende do observador (vide experimento da dupla fenda na mecânica quântica) Ou seja, quanto mais você foca numa situação, mais ela acontece na sua vida! Se torna um padrão e até uma crença cristalizada. E acaba se tornando sofrimento. Vivi na Europa muito tempo e nunca dei bola pra isso, e tendo uma escuta seletiva. Fui aceita de cabelão crespo e fui bem sucedida. Voltei pro Brasil pra viver minha negritude aqui, meio à essa confusão de opiniões em desenvolvimento. Porque acredito que podemos crescer juntos. Combater as injustiças é uma obrigação de todos, mas eu foco muito na questão espiritual. A cor da nossa pele faz parte do nosso processo evolutivo, assim como a nossa nacionalidade, situação financeira, etc. O que temos a aprender com tudo que nos acontece? Com toda uma crença coletiva de um sistema que representa uma &quot;matrix&quot; impiedosa, cheia de estereótipos? Se você é da Matrix (e não simplesmente está nela), você vai sofrer todo tipo de ataque. Temos coisas pra aprender com nosso DNA e nosso meio. Seria bom ter um certo cuidado ao se apoiar em teorias puramente materialista. A raça não existe cientificamente falando. Ainda mais se tratando de Brasil, onde não há ninguém 100% branco ou 100% negro. Em algum &quot;galho&quot; da árvore genealógica de cada um de nós tem alguém de etnia diferente da sua. É necessário tomar uma posição quanto às injustiças. Mas o sistema bola tudo certinho pra que o Amor não prospere entre nós e esse papo de racismo faz parte. Porque é INJUSTIÇA impor aos brasileiros, sejam brancos, negros, amarelos ou vermelhos uma definição étnica e um comportamento condizente com essa suposta etnia. Vamos aproveitar a LIBERDADE que a nossa genética nos dá!! Vamos aceitar as nossas diferenças que são lindas e harmoniosas com o nosso histórico de estupros, violência, pilhagem, sabotagem, sim!! MAS vamos também aceitar que poderia ter existido AMOR entre europeus e negros africanos envolvidos com a missão de criar um país tão gigante e tão complexo quanto o nosso Brasil. Vamos nos AMAR mais do que qualquer teoria pseudo-intelectual, que prega DESUNIÃO ENTRE OS POVOS em suas entrelinhas. Vamos ser FELIZES, minha gente! Como amo ser quem sou. E como amo cada um de vocês que são meus irmãos de pátria. Sucesso, linda menina!!"
normal,"Então se dizer mestiço é negar a origem negra (oq não faz sentido, só está dando enfase a todas as origens), se dizer negro não faz automaticamente com q vc esteja negando sua origem branca, consequentemente dando destaque a uma só parte da sua história?"
normal,"Meu Deus como vcs são alienados, esses argumentos não tem nem sentido, ser negro não é algo politico, são um conjunto de etnias com traços fisicos comuns, querem tirar a prova? Vão lá na África vcs &quot;negros de pele clara&quot; ver se os africanos consideram vcs negros ou mestiços. Gosto muito de vc como pessoa nataly, saia dessa alienação"
normal,Canal Etnia Brasileira por Lívia Zaruty
normal,Se seu sobrenome for Néri mesmo ele é italiano não?
normal,"Sou mestiça sim,meu pai é branco,minha mãe neta de índios,e me considero mestiça"
normal,"Cara eu não sei mais oque fasso dessa vida ! Eu não sei oque eu sou, se sou branca, parda, negra sei lá ta confuso na minha mente... eu tenho cabelo cacheado entre 2c e 3a, tenho um nariz sem forma (de batata), tenho um corpo definido mesmo nem fazendo exercícios, tenho olhos escuros como a noite, meu cabelo é castanho médio, mas sou branca como leite ... OQUE EU SOU? eu não sei me definir, me ajuda eu só quero ter uma resposta ..."
normal,"o problema da palavra parda é que não somos brancos e sofremos preconceitos como negros e já cansei de ouvir que não sou negra que sou a mais branca da família, mais ninguém nunca explicou isso pras pessoas na escola ou na rua quando me chamavam de neguinha de cabelo duro. ainda luto muito para ser vista como negra, e não adianta os negros nunca vão nós ver como negras e brancos nunca nós verão como brancos..."
normal,"Eu também sou preto de pele clara e cabelo cacheado, bem diferente dos esteriótipos, e sempre fiquei em um limbo do &quot;SER CONSIDERADO&quot; preto e sempre convivi em ambientes &quot;privilegiados&quot; e poucos diversos, onde haviam poucos pretos ocupando lugares de poder, principalmente na escola, onde o esteriótipo da Mãe Preta se valia, e eu sempre tive dificuldade de me identificar com meus colegas de classe, eu sabia que era diferente e recebia um tratamento diferente das professora, para mim eu era branco só que um pouco mais &quot;bronzeado&quot;. Foi muito &quot;chocante&quot; descobrir que eu era negro, principalmente quando eu conheci minha família por parte de pai, todos cafuzos, diferentemente da minha mãe caboclo. Isso me abriu os olhos para tantas coisas que sofri e sempre pensei que fossem brincadeiras inofensivas."
normal,"Eu nunca tive certeza se eu sou negra, então eu vim aqui pedir para vcs tirarem a minha duvida , eu tenho a pele um pouco morena( quase branca) , o cabelo cacheado , e traços finos, eu sou negra?"
normal,"Em minha família tem descendentes de indígenas e negros por parte de minha mãe e descendentes de espanhóis galeses por parte de meu pai. Minha avó materna tem cara de índia e cabelo de negra e pele marrom. Minha avó paterna é branca e loira. Me considero parda por ser descendente destas 3 etnias e por ter essa cor de pele amarelada, sem ser branca, negra ou vermelha. Meu pai é branco e minha mãe é parda. É uma mistureba do caramba e continuo sem saber a que etnia pertenço.<br />Só sei que me sinto estranha entre os brancos e sou rejeitada entre os negros. Kkk"
normal,"Na verdade, pardo não seria a miscigenação entre negro e branco? Qual o problema de ser mestiço?"
normal,"Você é realmente muito negra, Lívia Zaruty que o diga.<br />Lembrei de um vídeo dela falando das(os) pardos ativistas, classe média, universitários, que se autodeclaram negros (enquanto negam a herança europeia que tem dentro de casa) e que roubam o espaço dos negros de pele escura, que são os realmente estigmatizados."
normal,"Amandoo tudo que falou sim o que importa é que ser negro ou ser pardo, não nos tira a certeza de ser negra. Acho que minha certidão de nascimento estava lá &quot;parda&quot; ...pouco importa eu sempre me digo ser negra."
normal,"Menina, vc é inteligente, sagaz, articulada, estilosa, linda e carismatica. Precisamos de mais como voce pra representar a mulherada. Curti demais seu canal"
normal,"Tenho uma miga que já ouviu de dois caras com qm se relacionou que ela é &quot;perfeita, pena que nao é branca&quot;... eles disseram isso na cara dela. É aí que entra a solidão da mulher negra. Ela é pra comer mas nunca pra assumir.. <br />Eu, negra de pele clara, ja percebi as sutilezas, como nao importa quantas pessoas haja na loja, o segurança só me segue.  já me recusaram atendimento pq acharam que eu nao tinha dinheiro. As meninas menos atraentes da sala smp tem pele escura hahah.... Uma parte de mudar é perceber o próprio racismo internalizado, eu aprendi a ver o meu próprio e só assim vi o alheio."
normal,"Pardo não é negro, video <a href=""https://www.youtube.com/watch?v=sRsg_VY6zKs"">https://www.youtube.com/watch?v=sRsg_VY6zKs</a>"
normal,Mt bom ..... cara parabéns
normal,"Vai lá em etnia brasileira por livia zaruty sla como é o nome dela e olha lá o vídeo que ela fala de &quot;pessoas pardas quererem ser negras&quot; .... É simplesmente ridículo oq aquela mulher fala..... Uma grandeee falta de conhecimento ... Até discuti com ela sobre isso .... Ela diz que o brasileiro não é negro de verdade que é só mestiço..... que é pra parar de se chamarem de neVai lá em etnia brasileira por livia zaruty sla como é o nome dela e olha lá o vídeo que ela fala de &quot;pessoas pardas quererem ser negras&quot; .... É simplesmente ridículo oq aquela mulher fala..... Uma grandeee falta de conhecimento ... Até discuti com ela sobre isso .... Ela diz que o brasileiro não é negro de verdade, que é pra parar de se chamar de negras .... Fiquei revoltada"
normal,Concordo com tudo que vc falou <br />Mas eu tbm gostaria que a população em geral reconheçam o racismo na literatura <br />Existe várias escritas pra identificar uma coisa ruim usando a palavra negra como por exemplo <br />(Ovelha Negra) eu particularmente acho isso ridículo <br />Eu sempre desde criança me questiono pra usam termos assim cm estes pra identificar algo ruim na literatura ?<br />Prq não mudam isto ?<br />Precisamos lutar pra reconhecem esse tipo de racismo e lutar pra mudar a literatura tbm.<br />Somos negros e somos do bem .
normal,"Parabéns pelo seu vídeo!<br />Mas gostaria de expressar meu sentimento, é os seguinte:<br />Eu tb sou de pele parda, e a muito tempo tinha passado a me afirmar como &quot;negro de pele clara&quot;, porém oque pra mim era um encontro com minha própria raiz, pra outros negros de pele escura era apenas afro-conveniência. E me disseram que sou mestiço,não negro e nem branco. Pois bem, não me afirmo mais como negro e apenas como pardo. Que por sinal quando assim afirmo me dizem que &quot;pardo é papel&quot; rsrs então assim...<br />Tenho orgulho do que sou mas assim fica difícil pois apanhamos de todos os lados e acaba que ora tentam nos desempoderar,ora nos desclassificar.E acaba que ficamos sem lugar."
normal,"Natalie, vc fala muito bem, é bem clara as informações."
normal,Pra mim se me chamarem de Negra preta azul Roxa laranja lilás tanto faz. Eu acho que cor de pele não devia ser uma coisa tao valorizada como corpo  ou qualquer traço. Não entendo pq racismo existe. Se fosse o contrario os negros fossem ricos privilegiados e os brancos fossem pobres e marginalizados ia ser bonito ser negro e feio ser branco. Não sei o que a cor de uma pessoa importa tanto. Sao apenas cores corpos e pessoas diferentes. Mas algumas pessoas não pensam isso
normal,"Fico chateada quando falam que não sou negra nos meus discursos de racismo ou quando dizem que estou falando bobagem ou ainda me apropriando de causas que não são minhas... Comecei a vizualizar sobre isso pensando sobre a indentificação da mídia onde não me encontrava... E mais pra frente quando começaram a me dizer que era parda e eu nunca concordei com tal título de cor... Sou negra sim e compreendo sobre o tais &quot; previlégios&quot; acerca do colorismo, mas ainda sim continuo sendo negra, de descendência negra e me orgulho muito de fazer parte desse história..."
normal,Seus vídeos são muito bons!!! Tu fala de um jeito super acessível e com muita propriedade!!!! Parabéns!!!!
normal,"Quando se é negro com a pele clara se torna mais difícil porque sofremos com o preconceito das duas partes, passo por isso sempre."
normal,Ahazou!! Que vídeo maravilhoso!!
normal,"Tenho muita raiva quando dizem, mas você nem é negra, é só queimadinha de sol, as pessoas acham que sabem mais da nossa vida do que nós mesmos."
racista,"noss, destruiu haha, preta ridicula"
normal,"Tenho pele parda e cabelo crespo, não achava que podia me chamar de negra."
normal,Com isso acaba acontecendo uma coisa chamada de pardo de schödinger
normal,"Pior é você crescer com vergonha de dizer &quot;sou negra&quot; e até se aceitar como tal. Sempre soube o que eu era, mas só hoje eu compreendo o que vivi e me aceito, e tenho orgulho de dizer sou negra."
normal,"Existe discriminação, mas, não na proporção e pelas razões que os ativistas dizem. E a maioria desses experimentos sociais são usados para justificar as cotas, ou seja, podem simplesmente ser teatro feitos por ativistas. A grande maioria da população vai continuar de fora dos concursos e universidades, apenas os ativistas que se dão bem. A maioria que realmente passa nesses concursos e vestibulares tem um certo padrão econômico, não trabalham e vivem às custas dos país ou avós que sofreram muito mais em poucas décadas atrás. São os ativistas que querem benefícios e notoriedade sobre os antepassados que realmente sofreram. Querem herdar o sofrimento como se fosse transferível. Uma usurpação completa."
